Column, Variable, Description, Units, Notes,,,,,,,,,,,,,,,,,
1, Year,,,,,,,,,,,,,,,,,,,,
2, Month,,,,,,,,,,,,,,,,,,,,
3, Date,,,,,,,,,,,,,,,,,,,,
4, Hour,,,,,,,,,,,,,,,,,,,,
5, PWC, , , (on hour GMT),,,,,,,,,,,,,,,,,
6, CC, Cloud amount, oktas, (on hour GMT),,,,,,,,,,,,,,,,,
7, DBT, Dry Bulb Temperature, degrees Celcius, (on hour GMT),,,,,,,,,,,,,,,,,
8, WBT, Wet Bulb Temperature, degrees Celcius, (on hour GMT),,,,,,,,,,,,,,,,,
9, RH, Relative Humidity, % (on hour GMT),,,,,,,,,,,,,,,,,,
10, Press, Mean Sea Level Pressure, hPa, (on hour GMT),,,,,,,,,,,,,,,,,
11, WD, Wind Direction, degrees, (average over previous hour GMT),,,,,,,,,,,,,,,,,
12, WS, Wind Speed, knots, (average over previous hour GMT),,,,,,,,,,,,,,,,,
13, GSR, Global Irradiation (horizontal plane), W/m^2, (average over next hour in LAT),,,,,,,,,,,,,,,,,
14, DSR, Diffuse Irradiation (horizontal plane), W/m^2, (average over next hour in LAT),,,,,,,,,,,,,,,,,
15, Alt, Solar Altitude, degrees, (calculated on next half-hour in LAT),,,,,,,,,,,,,,,,,
16, Dec, Solar Declination, degrees, (calculated on next half-hour in LAT),,,,,,,,,,,,,,,,,
17-22, Missing Data Codes, see accompanying documentation for description,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Model parameters,,,,,,,,,,,,,,,,,,,,,
2003,8,9,18,,0,34.2,21.8,29.9,1016.7,230,5,348.3,110.3,,,0,0,0,0,0,0
2003,8,9,19,,0,33.3,21.9,33.3,1016.4,200,5,192.8,80.8,,,0,0,0,0,0,0
2003,8,9,20,,0,31.1,21.4,39,1016.7,210,5,62.8,39.7,,,0,0,0,0,0,0
2003,8,9,21,,0,28.9,20.3,42.3,1017.1,210,3,4.4,4.2,,,0,0,0,0,0,0
2003,8,9,22,,0,27.2,19.6,46.1,1017.3,0,0,0,0,,,0,0,0,0,0,0
2003,8,9,23,,0,25.8,19.7,54.2,1017.4,0,0,0,0,,,0,0,0,0,0,0
2003,8,9,24,,0,23.7,19.1,62.7,1017.3,0,0,0,0,,,0,0,0,0,0,0
2003,8,10,1,,0,21.6,18.4,71.9,1017.2,0,0,0,0,,,0,0,0,0,0,0
2003,8,10,2,,0,19.9,17.7,79.5,1017,0,0,0,0,,,0,0,0,0,0,0
2003,8,10,3,,0,18.2,16.8,86.1,1016.7,0,0,0,0,,,0,0,0,0,0,0
2003,8,10,4,,0,17.9,17.1,91.9,1016.7,0,0,0,0,,,0,0,0,0,0,0
2003,8,10,5,,0,16.7,16,92.6,1016.8,0,0,0,0,,,0,0,0,0,0,0
2003,8,10,6,,0,16.8,16.1,92.6,1016.9,0,0,6.7,5.8,,,0,0,0,0,0,0
2003,8,10,7,,1,18.1,16.8,87,1017.1,0,0,77.5,41.7,,,0,0,0,0,0,0
2003,8,10,8,,1,21.2,19.1,81.1,1016.9,0,0,211.9,74.4,,,0,0,0,0,0,0
2003,8,10,9,,1,25.9,20.5,59,1016.7,90,1,366.1,101.1,,,0,0,0,0,0,0
2003,8,10,10,,1,29.7,21.7,46.7,1016.8,130,1,507.5,122.8,,,0,0,0,0,0,0
2003,8,10,11,,1,31.2,21.5,39.1,1016.7,0,0,626.9,154.7,,,0,0,0,0,0,0
2003,8,10,12,,1,33.8,21.9,31.6,1016.2,220,3,706.9,171.9,,,0,0,0,0,0,0
2003,8,10,13,,1,35.5,21.5,24.7,1015.6,160,8,756.7,184.4,,,0,0,0,0,0,0
2003,8,10,14,,1,36.5,21.7,22.9,1015.4,190,8,758.3,180.3,,,0,0,0,0,0,0
2003,8,10,15,,1,37.4,21.8,21,1015.2,200,7,704.4,177.2,,,0,0,0,0,0,0
2003,8,10,16,,6,35.9,20,17.7,1015.4,190,7,560.8,188.6,,,0,0,0,0,0,0
2003,8,10,17,,4,36.8,20.7,18.3,1015.3,160,6,194.2,170.6,,,0,0,0,0,0,0
2003,8,10,18,,3,34.1,22.9,35.2,1015.2,20,10,233.9,196.7,,,0,0,0,0,0,0
2003,8,10,19,,NA,29.8,22.2,49.1,1015.5,40,15,198.9,114.2,,,0,0,0,0,0,0
2003,8,10,20,,NA,28.4,21.7,53,1016.3,30,11,61.7,43.1,,,0,0,0,0,0,0
2003,8,10,21,,NA,27,21.3,58.1,1016.9,30,6,2.8,2.8,,,0,0,0,0,0,0
2003,8,10,22,,NA,26.1,20.8,59.9,1017.1,30,7,0,0,,,0,0,0,0,0,0
2003,8,10,23,,NA,25.1,20.3,62.5,1017.2,50,9,0,0,,,0,0,0,0,0,0
2003,8,10,24,,NA,24.1,19.6,63.8,1017.4,50,7,0,0,,,0,0,0,0,0,0
2003,8,11,1,,NA,23.5,18.3,58,1017.5,70,6,0,0,,,0,0,0,0,0,0
2003,8,11,2,,NA,22.4,18.8,69.3,1017.2,80,7,0,0,,,0,0,0,0,0,0
2003,8,11,3,,0,21.6,18.9,76.1,1017.1,60,6,0,0,,,0,0,0,0,0,0
2003,8,11,4,,0,20.8,18.7,80.8,1017.2,50,5,0,0,,,0,0,0,0,0,0
2003,8,11,5,,0,20.2,18.5,84.1,1017.3,50,6,0,0,,,0,0,0,0,0,0
2003,8,11,6,,6,19.6,18.1,85.7,1017.5,70,8,1.7,1.7,,,0,0,0,0,0,0
2003,8,11,7,,4,19.7,17.9,83,1017.8,50,6,32.5,32.2,,,0,0,0,0,0,0
2003,8,11,8,,6,20.3,18.1,79.7,1018.3,50,7,108.9,92.8,,,0,0,0,0,0,0
2003,8,11,9,,3,22.2,19.6,77.4,1017.9,80,7,251.4,158.3,,,0,0,0,0,0,0
2003,8,11,10,,4,23.8,20,68.8,1018,90,8,341.4,238.6,,,0,0,0,0,0,0
2003,8,11,11,,4,27.2,21.5,58.2,1018.2,90,7,416.9,300.8,,,0,0,0,0,0,0
2003,8,11,12,,3,28.9,21.5,49.3,1017.9,130,7,691.4,278.3,,,0,0,0,0,0,0
2003,8,11,13,,5,30.8,22.6,46.7,1017.6,150,3,730.8,217.2,,,0,0,0,0,0,0
2003,8,11,14,,6,32.5,21.7,35.1,1017.2,150,7,653.3,341.7,,,0,0,0,0,0,0
2003,8,11,15,,6,33.1,22.5,36.9,1017.1,160,7,593.6,323.3,,,0,0,0,0,0,0
2003,8,11,16,,6,32.7,22.7,39.4,1016.8,180,5,498.9,300.8,,,0,0,0,0,0,0
2003,8,11,17,,5,33.8,23.1,37.2,1016.5,180,5,402.8,219.7,,,0,0,0,0,0,0
2003,8,11,18,,5,33.5,23.6,40.8,1016.4,270,2,313.9,156.9,,,0,0,0,0,0,0
2003,8,11,19,,3,32.5,24.1,47.4,1016.4,270,5,150.8,96.7,,,0,0,0,0,0,0
2003,8,11,20,,6,31.1,23.8,52.1,1016.7,250,2,51.1,38.1,,,0,0,0,0,0,0
2003,8,11,21,,4,27.3,21.9,60.3,1017.5,360,5,2.5,2.5,,,0,0,0,0,0,0
2003,8,11,22,,0,24.4,20.3,67,1018.2,360,6,0,0,,,0,0,0,0,0,0
2003,8,11,23,,0,22.7,19.3,71.1,1018.7,350,7,0,0,,,0,0,0,0,0,0
2003,8,11,24,,0,21.7,18.9,75.3,1019.2,360,9,0,0,,,0,0,0,0,0,0
2003,8,12,1,,0,20.9,18.4,77.4,1019.2,360,6,0,0,,,0,0,0,0,0,0
2003,8,12,2,,0,20.4,18.3,80.6,1019.1,10,6,0,0,,,0,0,0,0,0,0
2003,8,12,3,,0,20,17.9,80.4,1019.3,10,6,0,0,,,0,0,0,0,0,0
2003,8,12,4,,0,19.5,17.6,82,1019.5,10,5,0,0,,,0,0,0,0,0,0
2003,8,12,5,,2,18.7,17.4,87.3,1019.8,350,4,0,0,,,0,0,0,0,0,0
2003,8,12,6,,8,18.9,17.6,87.3,1020.1,330,7,3.9,3.9,,,0,0,0,0,0,0
2003,8,12,7,,8,19.5,17.7,82.9,1020.3,10,7,32.2,31.9,,,0,0,0,0,0,0
2003,8,12,8,,7,19.5,17.7,82.9,1020.7,340,4,75.6,75,,,0,0,0,0,0,0
2003,8,12,9,,6,20.3,18,78.8,1020.8,360,4,182.8,178.3,,,0,0,0,0,0,0
2003,8,12,10,,5,21.5,18.5,73.5,1021,360,5,433.1,293.9,,,0,0,0,0,0,0
2003,8,12,11,,7,22.1,18.5,69,1020.9,320,7,544.4,278.3,,,0,0,0,0,0,0
2003,8,12,12,,6,24.2,19.6,63.1,1020.9,310,5,695,235,,,0,0,0,0,0,0
2003,8,12,13,,2,25.7,20,56.7,1020.6,320,3,750.8,210.8,,,0,0,0,0,0,0
2003,8,12,14,,3,27.3,20.9,53.7,1020.4,290,3,759.4,197.2,,,0,0,0,0,0,0
2003,8,12,15,,5,27.5,20.9,52.7,1020.2,310,5,694.2,202.5,,,0,0,0,0,0,0
2003,8,12,16,,7,28.8,21.4,49.1,1019.7,320,3,480.6,245.6,,,0,0,0,0,0,0
2003,8,12,17,,5,29,21.7,50,1019.6,340,5,425.3,256.9,,,0,0,0,0,0,0
2003,8,12,18,,4,28.6,22.3,55.7,1019.4,320,7,339.7,179.2,,,0,0,0,0,0,0
2003,8,12,19,,6,27.1,22.5,65.5,1019.5,320,9,100.8,89.4,,,0,0,0,0,0,0
2003,8,12,20,,7,26.1,21.8,66.9,1019.7,330,7,59.2,54.7,,,0,0,0,0,0,0
2003,8,12,21,,7,25.2,20.8,65.4,1020.1,360,3,5.6,5.6,,,0,0,0,0,0,0
2003,8,12,22,,0,24.6,19.8,62,1020.5,20,6,0,0,,,0,0,0,0,0,0
2003,8,12,23,,0,23.2,19.3,67.5,1020.6,50,4,0,0,,,0,0,0,0,0,0
2003,8,12,24,,0,21.8,18.8,73.7,1020.8,70,1,0,0,,,0,0,0,0,0,0
2003,8,13,1,,1,20.6,17.8,74.6,1020.7,0,0,0,0,,,0,0,0,0,0,0
2003,8,13,2,,2,19,17.4,84.5,1020.6,0,0,0,0,,,0,0,0,0,0,0
2003,8,13,3,,0,17.9,16.8,88.9,1020.6,0,0,0,0,,,0,0,0,0,0,0
2003,8,13,4,,0,16.9,16.3,93.7,1020.3,0,0,0,0,,,0,0,0,0,0,0
2003,8,13,5,,0,17.4,16.5,90.8,1020.6,290,3,0,0,,,0,0,0,0,0,0
2003,8,13,6,,0,16.7,16,92.6,1020.8,270,2,3.6,3.3,,,0,0,0,0,0,0
2003,8,13,7,,0,16.7,16,92.6,1021.1,290,2,61.9,46.9,,,0,0,0,0,0,0
2003,8,13,8,,1,18.3,15.7,74.7,1021.3,320,4,184.4,111.9,,,0,0,0,0,0,0
2003,8,13,9,,2,20.5,15.1,52.9,1021.5,330,6,357.5,139.7,,,0,0,0,0,0,0
2003,8,13,10,,3,22,15.9,49.5,1021.8,310,5,465,162.5,,,0,0,0,0,0,0
2003,8,13,11,,5,22.8,16.7,50.6,1021.6,290,5,628.3,185.6,,,0,0,0,0,0,0
2003,8,13,12,,3,24.5,17.2,44.5,1021.9,300,5,688.9,201.1,,,0,0,0,0,0,0
2003,8,13,13,,7,25.1,15.5,30.7,1021.6,290,6,603.3,282.2,,,0,0,0,0,0,0
2003,8,13,14,,7,25.5,16,32,1021.1,280,3,546.4,360.3,,,0,0,0,0,0,0
2003,8,13,15,,6,27.2,16.9,30.1,1020.4,250,3,399.7,343.6,,,0,0,0,0,0,0
2003,8,13,16,,5,26.8,16.5,29.4,1020.2,270,7,588.1,290.3,,,0,0,0,0,0,0
2003,8,13,17,,4,27.7,17,28.7,1019.9,270,6,499.4,162.5,,,0,0,0,0,0,0
2003,8,13,18,,4,27.5,17,29.5,1019.4,290,6,315.6,126.9,,,0,0,0,0,0,0
2003,8,13,19,,7,26.4,16.1,28.8,1019.3,280,9,121.1,111.1,,,0,0,0,0,0,0
2003,8,13,20,,7,25.4,17,38.6,1019.4,310,6,51.7,44.2,,,0,0,0,0,0,0
2003,8,13,21,,7,23.4,16.5,45.7,1020,340,8,3.3,3.3,,,0,0,0,0,0,0
2003,8,13,22,,7,22.1,16.2,51.1,1020.4,360,9,0,0,,,0,0,0,0,0,0
2003,8,13,23,,0,20.3,14.8,51.8,1021,10,9,0,0,,,0,0,0,0,0,0
2003,8,13,24,,0,19.5,13,42.7,1021.2,10,7,0,0,,,0,0,0,0,0,0
2003,8,14,1,,1,18.6,12.8,46.9,1020.8,10,5,0,0,,,0,0,0,0,0,0
2003,8,14,2,,0,17.7,12.3,48.9,1020.6,360,3,0,0,,,0,0,0,0,0,0
2003,8,14,3,,3,17.5,12,47.7,1020.7,350,5,0,0,,,0,0,0,0,0,0
2003,8,14,4,,2,16.2,11.8,55.7,1020.6,320,3,0,0,,,0,0,0,0,0,0
2003,8,14,5,,4,16.2,11.8,55.7,1020.4,360,6,0,0,,,0,0,0,0,0,0
2003,8,14,6,,3,15.1,11.5,61.9,1020.5,350,5,3.9,3.9,,,0,0,0,0,0,0
2003,8,14,7,,3,15,12,67.9,1020.4,350,4,64.2,40.8,,,0,0,0,0,0,0
2003,8,14,8,,2,16.5,12.7,61.7,1020.6,350,7,221.7,62.5,,,0,0,0,0,0,0
2003,8,14,9,,2,18.1,12.5,47.8,1020.5,10,11,391.4,72.5,,,0,0,0,0,0,0
2003,8,14,10,,1,19.1,12.1,38,1020.5,10,10,554.4,69.4,,,0,0,0,0,0,0
2003,8,14,11,,2,19.9,12.8,38.7,1020.1,360,7,685.3,70.3,,,0,0,0,0,0,0
2003,8,14,12,,4,21.5,13.1,32.1,1019.9,30,9,776.9,75.3,,,0,0,0,0,0,0
2003,8,14,13,,3,21.8,13.1,30.6,1019.6,40,7,823.9,76.9,,,0,0,0,0,0,0
2003,8,14,14,,4,23,14.1,31.5,1019.3,30,6,823.1,78.6,,,0,0,0,0,0,0
2003,8,14,15,,2,23.6,14.1,28.7,1018.9,350,7,768.3,80,,,0,0,0,0,0,0
2003,8,14,16,,1,24.3,14.6,28.7,1018.7,50,6,667.2,76.1,,,0,0,0,0,0,0
2003,8,14,17,,1,23.8,14.4,29.7,1018.3,70,9,538.1,72.2,,,0,0,0,0,0,0
2003,8,14,18,,1,24.2,14.1,26.1,1018.1,10,6,378.1,65.8,,,0,0,0,0,0,0
2003,8,14,19,,1,23.4,14.1,29.6,1018.1,10,8,214.7,52.2,,,0,0,0,0,0,0
2003,8,14,20,,1,22,13.7,33.8,1018.2,50,8,67.2,28.1,,,0,0,0,0,0,0
2003,8,14,21,,1,20.8,13.4,38.1,1018.6,60,7,2.5,2.5,,,0,0,0,0,0,0
2003,8,14,22,,0,18.8,15,64.3,1019.3,110,7,0,0,,,0,0,0,0,0,0
2003,8,14,23,,0,17.6,14.4,68.6,1019.7,100,6,0,0,,,0,0,0,0,0,0
2003,8,14,24,,0,16.2,13.3,70.1,1019.9,160,3,0,0,,,0,0,0,0,0,0
2003,8,15,1,,4,15.5,13.1,74.5,1019.9,140,1,0,0,,,0,0,0,0,0,0
2003,8,15,2,,1,14.3,12.4,78.8,1019.8,0,0,0,0,,,0,0,0,0,0,0
2003,8,15,3,,0,15,12.6,74,1019.7,0,0,0,0,,,0,0,0,0,0,0
2003,8,15,4,,0,12.9,11,77.8,1019.7,0,0,0,0,,,0,0,0,0,0,0
2003,8,15,5,,0,11.6,10.3,84,1019.7,30,3,0,0,,,0,0,0,0,0,0
2003,8,15,6,,1,11.7,10.1,80.5,1020.1,260,2,4.4,3.3,,,0,0,0,0,0,0
2003,8,15,7,,1,13.2,10.7,71.3,1020.3,40,5,80.3,28.6,,,0,0,0,0,0,0
2003,8,15,8,,1,15.2,12.3,69.2,1020.4,50,7,229.4,48.1,,,0,0,0,0,0,0
2003,8,15,9,,1,17.1,13,59.7,1020.5,70,7,393.6,59.2,,,0,0,0,0,0,0
2003,8,15,10,,1,19.6,13.4,45.3,1020.4,80,7,546.4,68.1,,,0,0,0,0,0,0
2003,8,15,11,,1,21,13.4,36.9,1020.2,90,11,679.2,73.1,,,0,0,0,0,0,0
2003,8,15,12,,2,21.2,13,33,1020,60,9,760.8,106.7,,,0,0,0,0,0,0
2003,8,15,13,,2,22.4,13.7,31.7,1019.4,90,7,746.9,146.1,,,0,0,0,0,0,0
2003,8,15,14,,3,22.6,14,32.8,1018.9,70,6,814.4,218.1,,,0,0,0,0,0,0
2003,8,15,15,,7,24,14.8,31.3,1018.8,70,5,535.6,232.5,,,0,0,0,0,0,0
2003,8,15,16,,7,23.4,14.6,32.9,1018.6,130,7,463.9,233.1,,,0,0,0,0,0,0
2003,8,15,17,,7,24.2,15.1,32.3,1018.3,130,6,418.3,155.6,,,0,0,0,0,0,0
2003,8,15,18,,7,22.3,14.7,39.2,1018.5,100,7,259.4,144.2,,,0,0,0,0,0,0
2003,8,15,19,,6,22.1,14.8,41,1018.3,110,10,131.1,108.6,,,0,0,0,0,0,0
2003,8,15,20,,4,20.1,14.2,48.4,1018.6,100,9,84.4,55.8,,,0,0,0,0,0,0
2003,8,15,21,,3,18.4,13.4,53.4,1019.3,90,9,1.9,1.9,,,0,0,0,0,0,0
2003,8,15,22,,0,17.6,13.6,61.2,1020,110,9,0,0,,,0,0,0,0,0,0
2003,8,15,23,,0,16.9,13.1,62.2,1020,110,5,0,0,,,0,0,0,0,0,0
2003,8,15,24,,0,16,13,68.9,1020.1,120,4,0,0,,,0,0,0,0,0,0
2003,8,16,1,,0,15.4,12.9,73.4,1020.2,70,4,0,0,,,0,0,0,0,0,0
2003,8,16,2,,0,14.2,12.3,78.8,1020.2,90,2,0,0,,,0,0,0,0,0,0
2003,8,16,3,,1,14.2,12.2,77.7,1020.3,50,3,0,0,,,0,0,0,0,0,0
2003,8,16,4,,2,15.5,13.1,74.5,1020.2,50,5,0,0,,,0,0,0,0,0,0
2003,8,16,5,,2,15.2,13.1,77.4,1020.2,90,5,0,0,,,0,0,0,0,0,0
2003,8,16,6,,6,15.2,12.9,75.2,1020.3,50,5,1.4,0.8,,,0,0,0,0,0,0
2003,8,16,7,,6,15.2,12.7,73.2,1020.6,50,5,30.8,29.7,,,0,0,0,0,0,0
2003,8,16,8,,6,16,12.9,67.9,1020.7,40,7,102.2,96.7,,,0,0,0,0,0,0
2003,8,16,9,,6,16.9,13,61.3,1021,70,9,191.7,185.3,,,0,0,0,0,0,0
2003,8,16,10,,6,18.3,13.4,54.1,1020.9,70,9,275.3,248.3,,,0,0,0,0,0,0
2003,8,16,11,,5,20.2,13.8,44.6,1020.8,70,10,658.3,351.1,,,0,0,0,0,0,0
2003,8,16,12,,7,20.1,13.8,45.2,1020.3,80,11,563.1,379.2,,,0,0,0,0,0,0
2003,8,16,13,,7,21.2,14.4,43.2,1019.9,90,10,296.4,290.3,,,0,0,0,0,0,0
2003,8,16,14,,7,21.6,14.8,43.8,1019.8,90,9,247.2,244.7,,,0,0,0,0,0,0
2003,8,16,15,,7,22.6,14.7,37.6,1019.4,80,11,320,313.3,,,0,0,0,0,0,0
2003,8,16,16,,7,23.1,15,37,1019.1,100,9,372.5,310.8,,,0,0,0,0,0,0
2003,8,16,17,,6,22.5,15.4,43,1018.8,100,8,383.3,225.8,,,0,0,0,0,0,0
2003,8,16,18,,5,22.5,15.7,45.2,1018.4,110,10,290.3,142.5,,,0,0,0,0,0,0
2003,8,16,19,,3,20.3,15,53.5,1018.5,100,11,173.6,78.9,,,0,0,0,0,0,0
2003,8,16,20,,2,19.4,14.4,54.8,1018.5,110,11,55.6,34.2,,,0,0,0,0,0,0
2003,8,16,21,,1,18.1,13.8,59.1,1018.9,80,9,1.4,1.4,,,0,0,0,0,0,0
2003,8,16,22,,0,17.6,13.6,61.2,1019.4,90,9,0,0,,,0,0,0,0,0,0
2003,8,16,23,,0,16.8,13.1,63.1,1019.4,90,7,0,0,,,0,0,0,0,0,0
2003,8,16,24,,0,16.2,12.8,65.3,1019,80,5,0,0,,,0,0,0,0,0,0
2003,8,17,1,,0,15.6,12.5,67.6,1018.8,70,5,0,0,,,0,0,0,0,0,0
2003,8,17,2,,5,15.5,12.5,68.5,1018.3,50,5,0,0,,,0,0,0,0,0,0
2003,8,17,3,,6,15.2,12.3,69.2,1017.9,50,6,0,0,,,0,0,0,0,0,0
2003,8,17,4,,7,15.3,12.4,69.2,1017.4,50,6,0,0,,,0,0,0,0,0,0
2003,8,17,5,,6,15.3,12.3,68.3,1016.8,50,7,0,0,,,0,0,0,0,0,0
2003,8,17,6,,6,14.9,12.4,73,1016.8,40,4,0.8,0.8,,,0,0,0,0,0,0
2003,8,17,7,,7,14.8,12.4,73.9,1016.6,20,5,28.6,28.3,,,0,0,0,0,0,0
2003,8,17,8,,6,16.2,13.6,73.1,1016.3,50,7,103.9,97.2,,,0,0,0,0,0,0
2003,8,17,9,,7,17.7,14.7,70.5,1015.9,70,7,270,166.1,,,0,0,0,0,0,0
2003,8,17,10,,7,19.8,16.1,66.2,1015.9,70,5,504.4,178.9,,,0,0,0,0,0,0
2003,8,17,11,,2,22.2,16.4,52.1,1015.2,90,8,603.9,241.7,,,0,0,0,0,0,0
2003,8,17,12,,2,25.1,17.7,44.7,1014.6,110,8,700,162.5,,,0,0,0,0,0,0
2003,8,17,13,,7,25,17.3,42.6,1014.2,110,8,665,292.5,,,0,0,0,0,0,0
2003,8,17,14,,6,25.7,17.7,41.7,1014,80,9,719.7,260.3,,,0,0,0,0,0,0
2003,8,17,15,,7,25.9,18.1,43.3,1013.6,110,8,464.7,315,,,0,0,0,0,0,0
2003,8,17,16,,7,26.3,18,40.7,1013.1,90,9,331.4,303.9,,,0,0,0,0,0,0
2003,8,17,17,,7,25.4,17.2,40,1012.7,100,10,365.8,267.2,,,0,0,0,0,0,0
2003,8,17,18,,5,24.4,17.4,46.5,1012.2,110,9,200,151.1,,,0,0,0,0,0,0
2003,8,17,19,,7,23.8,17.1,47.8,1012,90,8,91.7,84.4,,,0,0,0,0,0,0
2003,8,17,20,,4,22.5,17,54.8,1012.1,100,8,28.6,27.8,,,0,0,0,0,0,0
2003,8,17,21,,7,21.4,16.9,61.3,1012.6,110,8,0.3,0.3,,,0,0,0,0,0,0
2003,8,17,22,,7,20.9,16.9,64.8,1012.5,100,6,0,0,,,0,0,0,0,0,0
2003,8,17,23,,6,20.1,16.8,70,1012.6,110,6,0,0,,,0,0,0,0,0,0
2003,8,17,24,,2,18.9,16.4,76.2,1012.3,100,4,0,0,,,0,0,0,0,0,0
2003,8,18,1,,3,17.7,15.8,81,1012.3,0,0,0,0,,,0,0,0,0,0,0
2003,8,18,2,,5,16.3,15,86.4,1012.3,0,0,0,0,,,0,0,0,0,0,0
2003,8,18,3,,5,15.8,14.4,85.1,1012.3,0,0,0,0,,,0,0,0,0,0,0
2003,8,18,4,,4,16.7,14.5,77.5,1012.2,0,0,0,0,,,0,0,0,0,0,0
2003,8,18,5,,1,16.7,14.3,75.5,1012.1,0,0,0,0,,,0,0,0,0,0,0
2003,8,18,6,,7,16.1,14,78.1,1012.1,220,2,0.8,0.8,,,0,0,0,0,0,0
2003,8,18,7,,2,16.4,14.7,82.3,1012.5,230,2,41.4,33.3,,,0,0,0,0,0,0
2003,8,18,8,,2,18,15.7,77.4,1012.8,230,3,127.2,70.3,,,0,0,0,0,0,0
2003,8,18,9,,2,19.6,16.6,72.2,1013.2,260,5,330.8,109.4,,,0,0,0,0,0,0
2003,8,18,10,,7,22.7,18.3,63.3,1013.5,250,8,465.3,150,,,0,0,0,0,0,0
2003,8,18,11,,6,22.9,17.8,58.2,1013.8,250,8,352.2,256.7,,,0,0,0,0,0,0
2003,8,18,12,,6,23.8,17.8,52.7,1013.8,250,9,614.2,248.1,,,0,0,0,0,0,0
2003,8,18,13,,7,24.3,18,51.2,1014,250,12,648.9,305,,,0,0,0,0,0,0
2003,8,18,14,,6,25.1,18.2,48.1,1014.1,240,10,494.4,365.6,,,0,0,0,0,0,0
2003,8,18,15,,7,23.9,18.1,54.2,1014.5,260,12,534.2,338.9,,,0,0,0,0,0,0
2003,8,18,16,,7,22.7,17.9,60.3,1014.5,230,11,373.1,247.2,,,0,0,0,0,0,0
2003,8,18,17,,7,22.4,18.2,64.6,1014.5,230,9,175.6,171.4,,,0,0,0,0,0,0
2003,8,18,18,,7,19.2,18.5,93.1,1015,250,8,133.6,113.6,,,0,0,0,0,0,0
2003,8,18,19,,7,19.5,18.6,91.4,1015.2,250,6,30,29.4,,,0,0,0,0,0,0
2003,8,18,20,,7,18.3,16.4,81.4,1016,250,6,23.3,23.3,,,0,0,0,0,0,0
2003,8,18,21,,7,17.3,14.7,74,1016.7,240,7,2.2,2.2,,,0,0,0,0,0,0
2003,8,18,22,,5,17.2,14.7,74.9,1017.1,250,8,0,0,,,0,0,0,0,0,0
2003,8,18,23,,3,16.1,14.1,79,1017.6,270,8,0,0,,,0,0,0,0,0,0
2003,8,18,24,,0,15.3,13.5,80.6,1018.1,280,7,0,0,,,0,0,0,0,0,0
2003,8,19,1,,2,14.1,12.4,80.9,1018.6,270,6,0,0,,,0,0,0,0,0,0
2003,8,19,2,,5,13.4,11.5,78.2,1018.8,270,5,0,0,,,0,0,0,0,0,0
2003,8,19,3,,7,13.5,11.5,77.1,1019.2,270,5,0,0,,,0,0,0,0,0,0
2003,8,19,4,,3,11.8,10.8,87.7,1019.7,280,1,0,0,,,0,0,0,0,0,0
2003,8,19,5,,2,11.3,10.5,90,1019.7,0,0,0,0,,,0,0,0,0,0,0
2003,8,19,6,,1,10.7,10.1,92.3,1020,0,0,1.1,1.1,,,0,0,0,0,0,0
2003,8,19,7,,3,11.4,10.6,90.1,1020.6,240,2,60.3,45,,,0,0,0,0,0,0
2003,8,19,8,,3,13.3,11.8,82.7,1020.8,240,2,201.7,158.6,,,0,0,0,0,0,0
2003,8,19,9,,7,15.9,13.2,71.8,1021,270,2,362.8,327.8,,,0,0,0,0,0,0
2003,8,19,10,,7,17.9,14.2,64.2,1021.2,270,6,483.1,470.8,,,0,0,0,0,0,0
2003,8,19,11,,7,19.9,14.1,48.9,1021.2,290,7,448.9,441.4,,,0,0,0,0,0,0
2003,8,19,12,,7,20.2,13.3,40.8,1021,300,7,358.1,354.4,,,0,0,0,0,0,0
2003,8,19,13,,7,21,13.5,37.6,1021,290,9,506.9,481.7,,,0,0,0,0,0,0
2003,8,19,14,,7,20.3,13.2,39.4,1021.2,290,8,428.3,408.9,,,0,0,0,0,0,0
2003,8,19,15,,7,21.9,13.8,34.9,1021.1,280,8,393.6,382.5,,,0,0,0,0,0,0
2003,8,19,16,,6,20.6,13.2,37.7,1020.9,290,9,389.2,375.3,,,0,0,0,0,0,0
2003,8,19,17,,7,20.3,13.5,41.7,1021,280,5,407.5,373.3,,,0,0,0,0,0,0
2003,8,19,18,,7,20.7,13.4,38.6,1021.1,250,7,143.3,138.6,,,0,0,0,0,0,0
2003,8,19,19,,7,20.2,13.2,40,1021.2,280,6,55.3,55.3,,,0,0,0,0,0,0
2003,8,19,20,,7,19.5,13.1,43.5,1021.4,320,7,23.3,23.3,,,0,0,0,0,0,0
2003,8,19,21,,6,17.9,12.4,48.3,1021.9,300,4,0.6,0.6,,,0,0,0,0,0,0
2003,8,19,22,,2,15.9,11.8,58.1,1022.4,310,3,0,0,,,0,0,0,0,0,0
2003,8,19,23,,0,14.5,11.1,63.2,1022.6,0,0,0,0,,,0,0,0,0,0,0
2003,8,19,24,,0,12.9,10.3,70,1022.7,0,0,0,0,,,0,0,0,0,0,0
2003,8,20,1,,0,11.3,9.5,77.7,1022.5,0,0,0,0,,,0,0,0,0,0,0
2003,8,20,2,,0,8.9,7.9,86.2,1022.5,0,0,0,0,,,0,0,0,0,0,0
2003,8,20,3,,0,8.7,7.8,87.6,1022.4,0,0,0,0,,,0,0,0,0,0,0
